[MA1]
[Specimen: 1]












































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































9955 0.000000 9.895992 0.077192
9956 0.000500 26.860549 0.209521
9957 0.001000 46.652532 0.363904
9958 0.001500 46.652532 0.363904
9959 0.002000 46.652532 0.363904
9960 0.002500 72.099367 0.562398
9961 0.003000 83.409072 0.650617
9962 0.003500 74.926793 0.584452
9963 0.004000 86.236498 0.672672
9964 0.004500 114.510760 0.893220
9965 0.005000 117.338186 0.915274
9966 0.005500 114.510760 0.893220
9967 0.006000 134.302743 1.047603
9968 0.006500 154.094726 1.201987
9969 0.007000 145.612447 1.135823
9970 0.007500 145.612447 1.135823
9971 0.008000 176.714135 1.378425
9972 0.008500 185.196414 1.444590
9973 0.009000 179.541561 1.400480
9974 0.009500 196.506118 1.532809
9975 0.010000 219.125527 1.709247
9976 0.010500 221.952954 1.731302
9977 0.011000 227.607806 1.775412
9978 0.011500 241.744937 1.885686
9979 0.012000 247.399789 1.929796
9980 0.012500 253.054641 1.973905
9981 0.013000 275.674051 2.150344
9982 0.013500 289.811181 2.260618
9983 0.014000 289.811181 2.260618
9984 0.014500 315.258017 2.459111
9985 0.015000 329.395148 2.569385
9986 0.015500 332.222574 2.591440
9987 0.016000 346.359705 2.701714
9988 0.016500 380.288819 2.966371
9989 0.017000 391.598523 3.054591
9990 0.017500 391.598523 3.054591
9991 0.018000 411.390506 3.208974
9992 0.018500 431.182490 3.363358
9993 0.019000 431.182490 3.363358
9994 0.019500 445.319620 3.473632
9995 0.020000 465.111603 3.628016
9996 0.020500 467.939030 3.650070
9997 0.021000 473.593882 3.694180
9998 0.021500 501.868144 3.914728
9999 0.022000 516.005274 4.025002
10000 0.022500 501.868144 3.914728
10001 0.023000 513.177848 4.002947
10002 0.023500 541.452110 4.223495
10003 0.024000 538.624684 4.201441
10004 0.024500 530.142405 4.135276
10005 0.025000 544.279536 4.245550
10006 0.025500 555.589241 4.333769
10007 0.026000 549.934388 4.289660
10008 0.026500 569.726371 4.444043
10009 0.027000 592.345781 4.620482
10010 0.027500 589.518355 4.598427
10011 0.028000 598.000633 4.664592
10012 0.028500 629.102321 4.907194
10013 0.029000 634.757173 4.951304
10014 0.029500 623.447468 4.863085
10015 0.030000 651.721730 5.083633
10016 0.030500 674.341139 5.260071
10017 0.031000 660.204009 5.149797
10018 0.031500 671.513713 5.238016
10019 0.032000 705.442827 5.502674
10020 0.032500 705.442827 5.502674
10021 0.033000 702.615401 5.480619
10022 0.033500 722.407384 5.635003
10023 0.034000 728.062236 5.679113
10024 0.034500 722.407384 5.635003
10025 0.035000 728.062236 5.679113
10026 0.035500 747.854220 5.833496
10027 0.036000 745.026793 5.811441
10028 0.036500 733.717089 5.723222
10029 0.037000 750.681646 5.855551
10030 0.037500 761.991350 5.943770
10031 0.038000 750.681646 5.855551
10032 0.038500 750.681646 5.855551
10033 0.039000 761.991350 5.943770
10034 0.039500 759.163924 5.921715
10035 0.040000 756.336498 5.899661
10036 0.040500 759.163924 5.921715
10037 0.041000 761.991350 5.943770
10038 0.041500 761.991350 5.943770
10039 0.042000 764.818776 5.965825
10040 0.042500 761.991350 5.943770
10041 0.043000 759.163924 5.921715
10042 0.043500 759.163924 5.921715
10043 0.044000 764.818776 5.965825
10044 0.044500 770.473629 6.009935
10045 0.045000 767.646203 5.987880
10046 0.045500 764.818776 5.965825
10047 0.046000 773.301055 6.031990
10048 0.046500 784.610760 6.120209
10049 0.047000 778.955907 6.076099
10050 0.047500 773.301055 6.031990
10051 0.048000 784.610760 6.120209
10052 0.048500 781.783333 6.098154
10053 0.049000 770.473629 6.009935
10054 0.049500 773.301055 6.031990
10055 0.050000 778.955907 6.076099
10056 0.050500 778.955907 6.076099
10057 0.051000 781.783333 6.098154
10058 0.051500 787.438186 6.142264
10059 0.052000 776.128481 6.054044
10060 0.052500 764.818776 5.965825
10061 0.053000 764.818776 5.965825
10062 0.053500 759.163924 5.921715
10063 0.054000 756.336498 5.899661
10064 0.054500 759.163924 5.921715
10065 0.055000 750.681646 5.855551
10066 0.055500 733.717089 5.723222
10067 0.056000 736.544515 5.745277
10068 0.056500 736.544515 5.745277
10069 0.057000 719.579958 5.612948
10070 0.057500 711.097679 5.546784
10071 0.058000 719.579958 5.612948
10072 0.058500 705.442827 5.502674
10073 0.059000 694.133122 5.414455
10074 0.059500 699.787975 5.458565
10075 0.060000 691.305696 5.392400
10076 0.060500 682.823418 5.326236
10077 0.061000 685.650844 5.348291
10078 0.061500 685.650844 5.348291
10079 0.062000 677.168566 5.282126
10080 0.062500 677.168566 5.282126
10081 0.063000 688.478270 5.370345
10082 0.063500 682.823418 5.326236
10083 0.064000 665.858861 5.193907
10084 0.064500 674.341139 5.260071
10085 0.065000 682.823418 5.326236
10086 0.065500 663.031435 5.171852
10087 0.066000 663.031435 5.171852
10088 0.066500 665.858861 5.193907
10089 0.067000 657.376582 5.127742
10090 0.067500 657.376582 5.127742
10091 0.068000 660.204009 5.149797
10092 0.068500 643.239452 5.017468
10093 0.069000 640.412025 4.995414
10094 0.069500 640.412025 4.995414
10095 0.070000 626.274895 4.885140
10096 0.070500 617.792616 4.818975
10097 0.071000 620.620042 4.841030
10098 0.071500 609.310338 4.752811
10099 0.072000 606.482911 4.730756
10100 0.072500 614.965190 4.796920
10101 0.073000 603.655485 4.708701
10102 0.073500 581.036076 4.532263
10103 0.074000 589.518355 4.598427
10104 0.074500 595.173207 4.642537
10105 0.075000 572.553798 4.466098
10106 0.075500 569.726371 4.444043
10107 0.076000 586.690928 4.576372
10108 0.076500 581.036076 4.532263
10109 0.077000 566.898945 4.421989
10110 0.077500 569.726371 4.444043
10111 0.078000 569.726371 4.444043
10112 0.078500 564.071519 4.399934
10113 0.079000 566.898945 4.421989
10114 0.079500 561.244093 4.377879
10115 0.080000 552.761814 4.311715
10116 0.080500 561.244093 4.377879
10117 0.081000 564.071519 4.399934
10118 0.081500 558.416667 4.355824
10119 0.082000 561.244093 4.377879
10120 0.082500 566.898945 4.421989
10121 0.083000 558.416667 4.355824
10122 0.083500 564.071519 4.399934
10123 0.084000 558.416667 4.355824
10124 0.084500 547.106962 4.267605
10125 0.085000 547.106962 4.267605
10126 0.085500 544.279536 4.245550
10127 0.086000 530.142405 4.135276
10128 0.086500 518.832701 4.047057
10129 0.087000 532.969831 4.157331
10130 0.087500 532.969831 4.157331
10131 0.088000 513.177848 4.002947
10132 0.088500 530.142405 4.135276
10133 0.089000 547.106962 4.267605
10134 0.089500 513.177848 4.002947
10135 0.090000 487.731013 3.804454
10136 0.090500 530.142405 4.135276
10137 0.091000 532.969831 4.157331
10138 0.091500 490.558439 3.826509
10139 0.092000 501.868144 3.914728
10140 0.092500 541.452110 4.223495
10141 0.093000 521.660127 4.069112
10142 0.093500 499.040717 3.892673
10143 0.094000 530.142405 4.135276
10144 0.094500 538.624684 4.201441
10145 0.095000 518.832701 4.047057
10146 0.095500 538.624684 4.201441
10147 0.096000 555.589241 4.333769
10148 0.096500 541.452110 4.223495
10149 0.097000 552.761814 4.311715
10150 0.097500 575.381224 4.488153
10151 0.098000 572.553798 4.466098
10152 0.098500 564.071519 4.399934
10153 0.099000 581.036076 4.532263
10154 0.099500 592.345781 4.620482
10155 0.100000 578.208650 4.510208
10156 0.100500 578.208650 4.510208
10157 0.101000 606.482911 4.730756
10158 0.101500 606.482911 4.730756
10159 0.102000 589.518355 4.598427
10160 0.102500 603.655485 4.708701
10161 0.103000 620.620042 4.841030
10162 0.103500 603.655485 4.708701
10163 0.104000 600.828059 4.686646
10164 0.104500 617.792616 4.818975
10165 0.105000 617.792616 4.818975
10166 0.105500 609.310338 4.752811
10167 0.106000 614.965190 4.796920
10168 0.106500 626.274895 4.885140
10169 0.107000 629.102321 4.907194
10170 0.107500 634.757173 4.951304
10171 0.108000 643.239452 5.017468
10172 0.108500 637.584599 4.973359
10173 0.109000 648.894304 5.061578
10174 0.109500 663.031435 5.171852
